Date_Time,open,high,low,close
1/1/2019 23:12:40,2481.75,2482,2480.5,2481.5
1/1/2019 23:13:00,2481.25,2481.25,2480.5,2480.5
1/1/2019 23:13:20,2480.5,2480.75,2480.25,2480.5
1/1/2019 23:13:40,2480.5,2481.25,2480.5,2481.25
1/1/2019 23:14:00,2481.25,2481.75,2481.25,2481.25
1/1/2019 23:14:20,2481.5,2481.5,2481.25,2481.25
1/1/2019 23:14:40,2481.5,2481.5,2481.25,2481.25
1/1/2019 23:15:00,2481,2481.25,2480.75,2480.75
1/1/2019 23:15:20,2480.75,2481.5,2480.75,2481.25
1/1/2019 23:15:40,2481.5,2481.5,2481,2481.5
1/1/2019 23:16:00,2481.5,2481.5,2481,2481.25
1/1/2019 23:16:20,2481,2481.5,2480.75,2481.5
1/1/2019 23:16:40,2481.5,2481.5,2481.25,2481.25
1/1/2019 23:17:00,2481.5,2482.5,2481.5,2482.5
1/1/2019 23:17:20,2482.5,2482.5,2482,2482.25
1/1/2019 23:17:40,2482,2482.25,2481.75,2482
1/1/2019 23:18:00,2482.25,2482.5,2482.25,2482.5
1/1/2019 23:18:20,2482.5,2482.5,2482.25,2482.25
1/1/2019 23:18:40,2482.25,2482.25,2482,2482.25
1/1/2019 23:19:00,2482.25,2482.75,2482.25,2482.75
1/1/2019 23:19:20,2482.75,2482.75,2482,2482.25
1/1/2019 23:19:40,2482.5,2483,2482.5,2483
1/1/2019 23:20:00,2483,2483.5,2483,2483.25
1/1/2019 23:20:20,2483.5,2483.75,2483.5,2483.5
1/1/2019 23:20:40,2483.5,2484,2483.5,2483.75
1/1/2019 23:21:00,2483.75,2484.5,2483.5,2484.25
1/1/2019 23:21:20,2484.25,2485.5,2484.25,2485.25
1/1/2019 23:21:40,2485.25,2485.5,2484.25,2484.5
1/1/2019 23:22:00,2484.5,2484.75,2484.25,2484.75
1/1/2019 23:22:20,2485,2485.5,2485,2485.5
1/1/2019 23:22:40,2485.25,2485.5,2484.5,2485.25
1/1/2019 23:23:00,2485.25,2485.25,2484.75,2484.75
1/1/2019 23:23:20,2485,2485.25,2485,2485
1/1/2019 23:23:40,2485,2485.25,2484.5,2484.75
1/1/2019 23:24:00,2484.75,2486,2484.5,2485.75
1/1/2019 23:24:20,2485.75,2485.75,2485.25,2485.5
1/1/2019 23:24:40,2485.5,2485.75,2485.5,2485.75
1/1/2019 23:25:00,2485.5,2485.5,2485,2485.5
1/1/2019 23:25:20,2485.5,2485.5,2485.25,2485.25
1/1/2019 23:25:40,2485.25,2485.25,2484.75,2484.75
1/1/2019 23:26:00,2485,2485.25,2484.75,2485.25
1/1/2019 23:26:20,2485.25,2485.25,2484.5,2484.5
1/1/2019 23:26:40,2484.5,2484.5,2484.5,2484.5
1/1/2019 23:27:00,2484.5,2485,2484.25,2485
1/1/2019 23:27:20,2484.75,2485,2484.75,2484.75
1/1/2019 23:27:40,2484.5,2484.5,2483.75,2484
1/1/2019 23:28:00,2484,2484.5,2483.75,2484.5
1/1/2019 23:28:20,2484.5,2484.75,2484.5,2484.75
1/1/2019 23:28:40,2484.75,2485.25,2484.75,2485
1/1/2019 23:29:00,2485,2485,2484.75,2485
1/1/2019 23:29:20,2484.75,2484.75,2484.5,2484.5
1/1/2019 23:29:40,2484.75,2485,2484.5,2484.75
1/1/2019 23:30:00,2484.75,2485,2484.75,2485
1/1/2019 23:30:20,2484.75,2485,2484.75,2484.75
1/1/2019 23:30:40,2485.25,2485.75,2485.25,2485.5
1/1/2019 23:31:00,2485.75,2485.75,2485.5,2485.75
1/1/2019 23:31:20,2485.5,2486.75,2485.5,2486.25
1/1/2019 23:31:40,2486,2486.25,2486,2486
1/1/2019 23:32:00,2486,2486,2485.25,2485.25
1/1/2019 23:32:20,2485.25,2485.5,2484.5,2484.75
1/1/2019 23:32:40,2484.75,2485,2484.25,2484.75
1/1/2019 23:33:00,2484.75,2485.25,2484.5,2484.75
1/1/2019 23:33:20,2484.75,2485,2484.5,2484.5
1/1/2019 23:33:40,2484.5,2484.5,2484.25,2484.25
1/1/2019 23:34:00,2484.25,2484.5,2484,2484.5
1/1/2019 23:34:20,2484.5,2484.75,2484.25,2484.75
1/1/2019 23:34:40,2484.5,2484.75,2484.25,2484.5
1/1/2019 23:35:00,2484.5,2485.25,2484.5,2485
1/1/2019 23:35:20,2485,2485.25,2485,2485
1/1/2019 23:35:40,2485,2485.25,2484.75,2485.25
1/1/2019 23:36:00,2485,2485.5,2485,2485
1/1/2019 23:36:20,2485,2486,2485,2485.75
1/1/2019 23:36:40,2485.75,2485.75,2485.25,2485.25
1/1/2019 23:37:00,2485.25,2485.25,2484.75,2484.75
1/1/2019 23:37:20,2484.5,2484.75,2484.5,2484.75
1/1/2019 23:37:40,2485,2485,2485,2485
1/1/2019 23:38:00,2485,2485.75,2485,2485.25
1/1/2019 23:38:20,2485.5,2485.5,2485.25,2485.25
1/1/2019 23:38:40,2485,2485.25,2484.75,2484.75
1/1/2019 23:39:00,2485,2485,2484.75,2484.75
1/1/2019 23:39:20,2485,2485,2484.75,2485
1/1/2019 23:39:40,2485,2485,2484.75,2484.75
1/1/2019 23:40:00,2485,2485,2484.75,2484.75
1/1/2019 23:40:20,2484.5,2484.75,2484.5,2484.75
1/1/2019 23:40:40,2484.5,2484.5,2484.25,2484.25
1/1/2019 23:41:00,2484.25,2484.75,2484.25,2484.75
1/1/2019 23:41:20,2484.5,2485.25,2484.5,2485.25
1/1/2019 23:41:40,2485.25,2486,2485.25,2485.5
1/1/2019 23:42:00,2485.5,2485.75,2485.25,2485.75
1/1/2019 23:42:20,2485.5,2485.75,2485.25,2485.25
1/1/2019 23:42:40,2485.25,2485.25,2484.5,2484.5
1/1/2019 23:43:00,2484.5,2484.75,2484.5,2484.75
1/1/2019 23:43:20,2484.75,2485,2484.75,2484.75
1/1/2019 23:43:40,2485,2485,2484.75,2484.75
1/1/2019 23:44:00,2484.5,2484.75,2484.5,2484.75
1/1/2019 23:44:20,2484.75,2485,2484.5,2484.5
1/1/2019 23:44:40,2484.5,2484.5,2483.75,2484.25
1/1/2019 23:45:00,2484.25,2485,2484.25,2485
1/1/2019 23:45:20,2485,2485,2484.75,2484.75
1/1/2019 23:45:40,2484.75,2485,2484.75,2484.75
1/1/2019 23:46:00,2485,2485,2484.75,2485
1/1/2019 23:46:20,2485.25,2485.75,2485,2485.5
1/1/2019 23:46:40,2485.75,2485.75,2485.5,2485.5
1/1/2019 23:47:00,2485.5,2485.5,2485.25,2485.25
1/1/2019 23:47:20,2485.25,2485.25,2485,2485
1/1/2019 23:47:40,2485,2485.25,2484.75,2485
1/1/2019 23:48:00,2484.75,2484.75,2484.75,2484.75
1/1/2019 23:48:20,2484.5,2484.75,2484.5,2484.75
1/1/2019 23:48:40,2484.75,2485.25,2484.75,2485.25
1/1/2019 23:49:00,2485,2485.25,2485,2485
1/1/2019 23:49:20,2485.25,2485.25,2485,2485
1/1/2019 23:49:40,2485,2485,2485,2485
1/1/2019 23:50:00,2485,2485.25,2485,2485
1/1/2019 23:50:20,2485.25,2485.5,2485.25,2485.25
1/1/2019 23:50:40,2485.5,2485.75,2485.5,2485.5
1/1/2019 23:51:00,2485.5,2485.75,2485.5,2485.75
1/1/2019 23:51:20,2485.75,2486.5,2485.75,2485.75
1/1/2019 23:51:40,2485.5,2485.5,2485.25,2485.25
1/1/2019 23:52:00,2485.25,2485.25,2485,2485.25
1/1/2019 23:52:20,2485.25,2485.25,2485,2485.25
1/1/2019 23:52:40,2485.5,2485.5,2485.5,2485.5
1/1/2019 23:53:00,2485.5,2485.75,2485.5,2485.75
1/1/2019 23:53:20,2485.75,2485.75,2485.5,2485.75
1/1/2019 23:53:40,2485.75,2486,2485.25,2485.25
1/1/2019 23:54:00,2485,2485.25,2485,2485.25
1/1/2019 23:54:20,2485.25,2485.25,2485.25,2485.25
1/1/2019 23:54:40,2485.5,2485.5,2485.5,2485.5
1/1/2019 23:55:00,2485.75,2485.75,2485.5,2485.5
1/1/2019 23:55:20,2485.5,2485.5,2485,2485
1/1/2019 23:55:40,2484.75,2485,2484,2484.5
1/1/2019 23:56:00,2484.5,2484.75,2484.25,2484.25
1/1/2019 23:56:20,2484.25,2484.75,2484.25,2484.75
1/1/2019 23:56:40,2484.5,2485,2484.25,2485
1/1/2019 23:57:00,2484.75,2485,2484.75,2485
1/1/2019 23:57:20,2485,2485,2484.75,2484.75
1/1/2019 23:57:40,2485,2485,2484.75,2484.75
1/1/2019 23:58:00,2485,2485.25,2485,2485.25
1/1/2019 23:58:20,2485.25,2485.25,2485,2485
1/1/2019 23:58:40,2485.25,2485.25,2484.75,2484.75
1/1/2019 23:59:00,2485,2485.25,2485,2485.25
1/1/2019 23:59:20,2485.25,2485.5,2485.25,2485.5
1/1/2019 23:59:40,2485.5,2486,2485.5,2486
1/2/2019 0:00:00,2485.75,2485.75,2485.5,2485.5
1/2/2019 0:00:20,2485.25,2485.5,2485.25,2485.25
1/2/2019 0:00:40,2485.25,2485.5,2485,2485.5
1/2/2019 0:01:00,2485.75,2486,2485.5,2485.75
1/2/2019 0:01:20,2485.75,2486.25,2485.75,2486.25
1/2/2019 0:01:40,2486,2486.25,2486,2486
1/2/2019 0:02:00,2486.25,2486.25,2486,2486.25
1/2/2019 0:02:20,2486,2486.25,2486,2486
1/2/2019 0:02:40,2486,2486,2485.25,2485.25
1/2/2019 0:03:00,2485.25,2485.25,2485,2485.25
1/2/2019 0:03:20,2485.25,2486,2485.25,2486
1/2/2019 0:03:40,2486,2486.5,2486,2486.25
1/2/2019 0:04:00,2486.25,2486.5,2486.25,2486.25
1/2/2019 0:04:20,2486.25,2486.25,2486.25,2486.25
1/2/2019 0:04:40,,,,
1/2/2019 0:05:00,2486.5,2487,2486.5,2486.5
1/2/2019 0:05:20,2486.5,2487.25,2486.5,2487
1/2/2019 0:05:40,2487,2487,2486.5,2486.5
1/2/2019 0:06:00,2486.5,2486.75,2486,2486
1/2/2019 0:06:20,2486,2486,2485.5,2485.5
1/2/2019 0:06:40,2485.25,2485.75,2485.25,2485.5
1/2/2019 0:07:00,2485.75,2486.25,2485.75,2486.25
1/2/2019 0:07:20,2486,2486.5,2486,2486.5
1/2/2019 0:07:40,2486.5,2487.25,2486.25,2487.25
1/2/2019 0:08:00,2487.5,2487.75,2486.75,2486.75
1/2/2019 0:08:20,2486.75,2487,2486.75,2486.75
1/2/2019 0:08:40,2486.75,2487.25,2486.75,2487.25
1/2/2019 0:09:00,2487.25,2487.25,2486.5,2486.5
1/2/2019 0:09:20,2486.75,2486.75,2486.75,2486.75
1/2/2019 0:09:40,2486.75,2486.75,2486.25,2486.25
1/2/2019 0:10:00,2486.5,2486.5,2486.25,2486.25
1/2/2019 0:10:20,2486.25,2486.5,2486,2486
1/2/2019 0:10:40,2486,2486.5,2486,2486.25
1/2/2019 0:11:00,2485.75,2486,2485.75,2485.75
1/2/2019 0:11:20,2486,2486.25,2486,2486.25
1/2/2019 0:11:40,2486,2486.5,2486,2486.5
1/2/2019 0:12:00,2486.5,2486.5,2486.25,2486.25
1/2/2019 0:12:20,2486.5,2486.5,2486.25,2486.5
1/2/2019 0:12:40,2486.5,2486.5,2486.25,2486.25
1/2/2019 0:13:00,2486.25,2486.5,2486.25,2486.5
1/2/2019 0:13:20,2486.5,2486.75,2486.5,2486.75
1/2/2019 0:13:40,2486.5,2486.5,2486,2486
1/2/2019 0:14:00,2486,2486,2485.25,2485.75
1/2/2019 0:14:20,2485.5,2485.75,2485.5,2485.75
1/2/2019 0:14:40,2485.75,2486,2485.75,2485.75
1/2/2019 0:15:00,2485.5,2485.75,2485.25,2485.75
1/2/2019 0:15:20,2485.75,2486.5,2485.75,2486.5
1/2/2019 0:15:40,2486.25,2486.5,2485.75,2486
1/2/2019 0:16:00,2485.75,2486,2485.75,2486
1/2/2019 0:16:20,2485.75,2486.25,2485.75,2486
1/2/2019 0:16:40,2485.75,2486,2485.75,2485.75
1/2/2019 0:17:00,2485.75,2485.75,2485.5,2485.75
1/2/2019 0:17:20,2485.5,2485.5,2485.25,2485.25
1/2/2019 0:17:40,2485,2485,2483,2484
1/2/2019 0:18:00,2484,2484.75,2483.75,2483.75
1/2/2019 0:18:20,2483.75,2484.25,2483.25,2483.75
1/2/2019 0:18:40,2483.5,2483.75,2483.5,2483.5
1/2/2019 0:19:00,2483.75,2484,2483.5,2483.5
1/2/2019 0:19:20,2483.5,2484.75,2483.5,2484.5
1/2/2019 0:19:40,2484.5,2485.75,2484.5,2485.25
1/2/2019 0:20:00,2485,2485.5,2485,2485
1/2/2019 0:20:20,2485,2485.75,2485,2485.5
1/2/2019 0:20:40,2485.25,2485.75,2485.25,2485.5
1/2/2019 0:21:00,2485.5,2485.5,2485,2485
1/2/2019 0:21:20,2485,2485.25,2485,2485.25
1/2/2019 0:21:40,2485,2485.25,2485,2485
1/2/2019 0:22:00,2485,2485,2485,2485
1/2/2019 0:22:20,2485,2485.25,2485,2485.25
1/2/2019 0:22:40,2485,2485.25,2485,2485.25
1/2/2019 0:23:00,2485,2485.25,2485,2485.25
1/2/2019 0:23:20,2485.25,2485.75,2485.25,2485.75
1/2/2019 0:23:40,2485.75,2485.75,2485.5,2485.5
1/2/2019 0:24:00,2485.5,2485.5,2485.5,2485.5
1/2/2019 0:24:20,2485.75,2486,2485.5,2485.5
1/2/2019 0:24:40,2485.5,2485.75,2485.5,2485.5
1/2/2019 0:25:00,2485.25,2485.5,2485.25,2485.5
1/2/2019 0:25:20,2485.5,2486,2485.5,2485.75
1/2/2019 0:25:40,2485.75,2486,2485.75,2485.75
1/2/2019 0:26:00,2486,2486,2485.75,2486
1/2/2019 0:26:20,2486,2486,2485.75,2485.75
1/2/2019 0:26:40,2485.5,2485.5,2485.5,2485.5
1/2/2019 0:27:00,2485.75,2485.75,2485.25,2485.25
1/2/2019 0:27:20,2485.25,2485.25,2485,2485
1/2/2019 0:27:40,2485,2485.25,2484.25,2484.25
1/2/2019 0:28:00,2484.25,2484.75,2484,2484.5
1/2/2019 0:28:20,2484.75,2484.75,2484.5,2484.5
1/2/2019 0:28:40,2484.25,2484.5,2484.25,2484.25
1/2/2019 0:29:00,2484.25,2484.25,2484.25,2484.25
1/2/2019 0:29:20,2484.25,2484.5,2483.25,2483.5
1/2/2019 0:29:40,2483.25,2483.5,2483,2483
1/2/2019 0:30:00,2483.25,2483.25,2482.75,2483
1/2/2019 0:30:20,2483,2483.5,2483,2483.5
1/2/2019 0:30:40,2483.75,2484,2483.5,2484
1/2/2019 0:31:00,2484,2484.25,2484,2484.25
1/2/2019 0:31:20,2484.25,2484.25,2484,2484
1/2/2019 0:31:40,2484.25,2484.25,2484,2484
1/2/2019 0:32:00,2483.75,2483.75,2483.25,2483.25
1/2/2019 0:32:20,2483.25,2483.25,2482.75,2483.25
1/2/2019 0:32:40,2483.25,2483.5,2483,2483.5
1/2/2019 0:33:00,2483.25,2483.25,2482.75,2482.75
1/2/2019 0:33:20,2482.75,2483,2482.75,2482.75
1/2/2019 0:33:40,2483,2483.25,2483,2483.25
1/2/2019 0:34:00,2483,2483.25,2483,2483
1/2/2019 0:34:20,2483.25,2483.5,2483.25,2483.25
1/2/2019 0:34:40,2483.5,2484,2483.5,2483.75
1/2/2019 0:35:00,2483.5,2483.75,2483.5,2483.5
1/2/2019 0:35:20,2484,2484,2483.5,2483.5
1/2/2019 0:35:40,2483.75,2484,2483.75,2484
1/2/2019 0:36:00,2484.25,2484.75,2484.25,2484.25
1/2/2019 0:36:20,2484.5,2484.5,2484.5,2484.5
1/2/2019 0:36:40,2484.5,2484.5,2484,2484.25
1/2/2019 0:37:00,2484.25,2484.25,2484.25,2484.25
1/2/2019 0:37:20,2484.5,2484.75,2484.5,2484.75
1/2/2019 0:37:40,2484.75,2485,2484.5,2484.75
1/2/2019 0:38:00,2484.75,2484.75,2484.75,2484.75
1/2/2019 0:38:20,2485,2485,2484.75,2484.75
1/2/2019 0:38:40,2484.75,2484.75,2484.25,2484.25
1/2/2019 0:39:00,2484.5,2484.75,2484.5,2484.5
1/2/2019 0:39:20,2484.75,2484.75,2484.5,2484.5
1/2/2019 0:39:40,2484.5,2485,2484,2484.25
1/2/2019 0:40:00,2484.25,2484.5,2482.75,2483
1/2/2019 0:40:20,2483.25,2483.25,2482.25,2482.75
1/2/2019 0:40:40,2483,2483,2482.5,2482.5
1/2/2019 0:41:00,2482.25,2483,2482.25,2483
1/2/2019 0:41:20,2483,2483.75,2483,2483.75
1/2/2019 0:41:40,2483.5,2483.5,2483,2483.25
1/2/2019 0:42:00,2483.25,2483.25,2482.75,2483
1/2/2019 0:42:20,2483.25,2483.25,2483.25,2483.25
1/2/2019 0:42:40,2483.5,2483.5,2483.5,2483.5
1/2/2019 0:43:00,2483.5,2483.5,2483.25,2483.25
1/2/2019 0:43:20,2483.25,2483.5,2483.25,2483.5
1/2/2019 0:43:40,2483.5,2483.5,2483.5,2483.5
1/2/2019 0:44:00,2483.5,2483.5,2483,2483
1/2/2019 0:44:20,2483,2483,2482.75,2482.75
1/2/2019 0:44:40,2482.75,2483,2482.75,2482.75
1/2/2019 0:45:00,2482.75,2482.75,2482.75,2482.75
1/2/2019 0:45:20,2483,2483.25,2482.75,2483.25
1/2/2019 0:45:40,2483,2483.25,2483,2483.25
1/2/2019 0:46:00,2483.25,2483.25,2483,2483
1/2/2019 0:46:20,2483,2483.25,2483,2483
1/2/2019 0:46:40,2483,2483,2483,2483
1/2/2019 0:47:00,2483.25,2483.25,2483,2483.25
1/2/2019 0:47:20,2483.25,2483.25,2483,2483
1/2/2019 0:47:40,2482.75,2482.75,2482.25,2482.5
1/2/2019 0:48:00,2482.5,2482.5,2482.25,2482.25
1/2/2019 0:48:20,2482,2482,2481,2481.75
1/2/2019 0:48:40,2481.5,2482,2481.25,2481.5
1/2/2019 0:49:00,2481.25,2481.5,2481,2481.5
1/2/2019 0:49:20,2481.75,2482.25,2481.75,2482.25
1/2/2019 0:49:40,2482.25,2482.25,2482.25,2482.25
1/2/2019 0:50:00,2482.5,2482.75,2482.25,2482.5
1/2/2019 0:50:20,2482.25,2482.75,2482.25,2482.75
1/2/2019 0:50:40,2482.75,2482.75,2482.75,2482.75
1/2/2019 0:51:00,2482.75,2483,2482,2482.25
1/2/2019 0:51:20,2482.5,2482.5,2482.5,2482.5
1/2/2019 0:51:40,2482.25,2482.75,2482.25,2482.75
1/2/2019 0:52:00,2482.75,2482.75,2482.5,2482.5
1/2/2019 0:52:20,2482.5,2482.5,2482.25,2482.25
1/2/2019 0:52:40,2482.25,2482.25,2482.25,2482.25
1/2/2019 0:53:00,2482.25,2482.25,2482,2482
1/2/2019 0:53:20,2481.75,2481.75,2481.25,2481.25
1/2/2019 0:53:40,2481.25,2481.25,2480.75,2481.25
1/2/2019 0:54:00,2481.25,2481.25,2481.25,2481.25
1/2/2019 0:54:20,2481,2481.5,2481,2481
1/2/2019 0:54:40,2481,2481.25,2480.75,2480.75
1/2/2019 0:55:00,2481,2481.25,2480.75,2481
1/2/2019 0:55:20,2480.75,2480.75,2480.5,2480.5
1/2/2019 0:55:40,2480.5,2480.75,2478.25,2479.5
1/2/2019 0:56:00,2479.5,2480,2479.5,2479.5
1/2/2019 0:56:20,2479.75,2480,2479.75,2480
1/2/2019 0:56:40,2480.25,2480.5,2479.75,2479.75
1/2/2019 0:57:00,2479.5,2480,2479.5,2479.5
1/2/2019 0:57:20,2479.5,2480,2479,2479
1/2/2019 0:57:40,2479,2479.5,2478.75,2479
1/2/2019 0:58:00,2479,2479.25,2478.25,2478.5
1/2/2019 0:58:20,2478.75,2479,2477,2477.25
1/2/2019 0:58:40,2477.25,2478.5,2477,2477.5
1/2/2019 0:59:00,2477.75,2477.75,2477,2477.5
1/2/2019 0:59:20,2477.25,2478,2477.25,2477.5
1/2/2019 0:59:40,2477.75,2478.75,2477.75,2478.25
1/2/2019 1:00:00,2478.25,2478.5,2477.75,2478
1/2/2019 1:00:20,2478,2479,2477.75,2478.5
1/2/2019 1:00:40,2478.75,2479,2478.5,2478.5
1/2/2019 1:01:00,2478.5,2478.5,2478.25,2478.25
1/2/2019 1:01:20,2478.5,2478.5,2478.25,2478.5
1/2/2019 1:01:40,2478.5,2479,2478.5,2479
1/2/2019 1:02:00,2479.25,2480,2479.25,2479.75
1/2/2019 1:02:20,2479.75,2480.75,2479.75,2480.25
1/2/2019 1:02:40,2480.25,2481.75,2480.25,2481.75
1/2/2019 1:03:00,2481.5,2481.75,2481.25,2481.25
1/2/2019 1:03:20,2481.25,2481.25,2480,2480
1/2/2019 1:03:40,2480,2480.5,2480,2480.5
1/2/2019 1:04:00,2480.5,2480.75,2480.25,2480.5
1/2/2019 1:04:20,2480.5,2481,2480.5,2481
1/2/2019 1:04:40,2480.75,2481,2480.5,2480.5
1/2/2019 1:05:00,2480.5,2480.75,2480.5,2480.75
1/2/2019 1:05:20,2480.75,2480.75,2480.5,2480.75
1/2/2019 1:05:40,2480.75,2481.5,2480.5,2481.25
1/2/2019 1:06:00,2481.25,2482,2481,2481.25
1/2/2019 1:06:20,2481.25,2481.25,2480.75,2481.25
1/2/2019 1:06:40,2481.25,2481.75,2481.25,2481.75
1/2/2019 1:07:00,2481.75,2481.75,2481.5,2481.5
1/2/2019 1:07:20,2481.5,2481.5,2481,2481
1/2/2019 1:07:40,2481.25,2481.25,2481,2481.25
1/2/2019 1:08:00,2481.25,2481.75,2481.25,2481.75
1/2/2019 1:08:20,2481.75,2482.25,2481.75,2482.25
1/2/2019 1:08:40,2482.25,2482.5,2482,2482.5
1/2/2019 1:09:00,2482.5,2482.5,2482,2482.5
1/2/2019 1:09:20,2482.75,2482.75,2482,2482
1/2/2019 1:09:40,2482.25,2482.5,2482.25,2482.5
1/2/2019 1:10:00,2482.75,2482.75,2482.5,2482.5
1/2/2019 1:10:20,2482.25,2482.5,2481.75,2482
1/2/2019 1:10:40,2482,2482.25,2481.75,2482
1/2/2019 1:11:00,2482.25,2483.25,2482.25,2482.75
1/2/2019 1:11:20,2483,2483.25,2482.5,2482.75
1/2/2019 1:11:40,2482.75,2483,2482.5,2482.75
1/2/2019 1:12:00,2482.75,2482.75,2482,2482.25
1/2/2019 1:12:20,2482.5,2482.5,2481.75,2481.75
1/2/2019 1:12:40,2481.75,2482.25,2481.75,2482.25
1/2/2019 1:13:00,2482.25,2482.25,2482,2482.25
1/2/2019 1:13:20,2482,2482,2481.75,2481.75
1/2/2019 1:13:40,2481.75,2482.25,2481.75,2482.25
1/2/2019 1:14:00,2482.25,2482.75,2482.25,2482.5
1/2/2019 1:14:20,2482.5,2482.5,2481.5,2481.5
1/2/2019 1:14:40,2481.5,2482,2481.5,2481.75
1/2/2019 1:15:00,2481.5,2481.75,2480.75,2481.75
1/2/2019 1:15:20,2481.75,2481.75,2481,2481
1/2/2019 1:15:40,2481,2481,2480.75,2481
1/2/2019 1:16:00,2480.75,2481.5,2480.5,2481.5
1/2/2019 1:16:20,2481.75,2482.25,2481.75,2482
1/2/2019 1:16:40,2482,2482,2481.75,2481.75
1/2/2019 1:17:00,2482,2482,2482,2482
1/2/2019 1:17:20,2482,2482.25,2482,2482.25
1/2/2019 1:17:40,2482.25,2483.25,2482.25,2483
1/2/2019 1:18:00,2483,2483.25,2483,2483.25
1/2/2019 1:18:20,2483,2483,2482.5,2482.5
1/2/2019 1:18:40,2482.5,2482.5,2481.5,2482
1/2/2019 1:19:00,2482,2482,2481.75,2482
1/2/2019 1:19:20,2482,2482.75,2482,2482.75
1/2/2019 1:19:40,2482.5,2482.5,2482.25,2482.25
1/2/2019 1:20:00,2482.5,2483,2482.5,2483
1/2/2019 1:20:20,2483,2483,2483,2483
1/2/2019 1:20:40,2483.25,2483.75,2483,2483
1/2/2019 1:21:00,2483.25,2483.25,2482.75,2483
1/2/2019 1:21:20,2482.75,2483,2482.75,2483
1/2/2019 1:21:40,2483,2483,2483,2483
1/2/2019 1:22:00,2483,2483.25,2483,2483
1/2/2019 1:22:20,2483,2483.25,2483,2483
1/2/2019 1:22:40,2482.75,2483,2482.75,2483
1/2/2019 1:23:00,2483,2483,2482.75,2482.75
1/2/2019 1:23:20,2483,2483.75,2483,2483.5
1/2/2019 1:23:40,2483.5,2483.75,2483.5,2483.75
1/2/2019 1:24:00,2483.5,2483.5,2483.25,2483.25
1/2/2019 1:24:20,2483.5,2483.5,2483.25,2483.25
1/2/2019 1:24:40,2483.5,2483.75,2483.25,2483.75
1/2/2019 1:25:00,2483.5,2484.75,2483.5,2484.25
1/2/2019 1:25:20,2484.25,2484.5,2484,2484.5
1/2/2019 1:25:40,2484.25,2484.5,2484,2484.5
1/2/2019 1:26:00,2484.25,2484.5,2484,2484.5
1/2/2019 1:26:20,2484.25,2484.25,2483.75,2484
1/2/2019 1:26:40,2483.75,2483.75,2483.5,2483.5
1/2/2019 1:27:00,2483.5,2483.5,2483.5,2483.5
1/2/2019 1:27:20,2483.75,2484,2483.75,2484
1/2/2019 1:27:40,2484,2484.5,2484,2484.5
1/2/2019 1:28:00,2484.25,2485,2484.25,2484.75
1/2/2019 1:28:20,2485,2485.25,2484.75,2485.25
1/2/2019 1:28:40,2485,2485.25,2484.5,2484.75
1/2/2019 1:29:00,2484.75,2485.25,2484.75,2484.75
1/2/2019 1:29:20,2485,2485.25,2484.75,2484.75
1/2/2019 1:29:40,2484.75,2485,2484.75,2485
